cls,window_ms,D_mm,phase_i,phase_j,origin_y_mm,origin_z_mm,n_included,n_correct,match_fraction
LONG,850,1670,4,5,-2242.0000,835.0000,60,56,0.933333
LONG,850,1670,4,6,-2242.0000,1002.0000,60,58,0.966667
LONG,850,1670,4,7,-2242.0000,1169.0000,60,57,0.950000
LONG,850,1670,4,8,-2242.0000,1336.0000,60,58,0.966667
LONG,850,1670,4,9,-2242.0000,1503.0000,60,58,0.966667
LONG,850,1670,5,0,-2075.0000,0.0000,60,58,0.966667
LONG,850,1670,5,1,-2075.0000,167.0000,60,58,0.966667
LONG,850,1670,5,2,-2075.0000,334.0000,60,56,0.933333
LONG,850,1670,5,3,-2075.0000,501.0000,60,56,0.933333
LONG,850,1670,5,4,-2075.0000,668.0000,60,58,0.966667
LONG,850,1670,5,5,-2075.0000,835.0000,60,57,0.950000
LONG,850,1670,5,6,-2075.0000,1002.0000,60,57,0.950000
LONG,850,1670,5,7,-2075.0000,1169.0000,60,55,0.916667
LONG,850,1670,5,8,-2075.0000,1336.0000,60,57,0.950000
LONG,850,1670,5,9,-2075.0000,1503.0000,60,57,0.950000
LONG,850,1670,6,0,-1908.0000,0.0000,60,60,1.000000
LONG,850,1670,6,1,-1908.0000,167.0000,60,60,1.000000
LONG,850,1670,6,2,-1908.0000,334.0000,60,58,0.966667
LONG,850,1670,6,3,-1908.0000,501.0000,60,58,0.966667
LONG,850,1670,6,4,-1908.0000,668.0000,60,60,1.000000
LONG,850,1670,6,5,-1908.0000,835.0000,60,57,0.950000
LONG,850,1670,6,6,-1908.0000,1002.0000,60,59,0.983333
LONG,850,1670,6,7,-1908.0000,1169.0000,60,57,0.950000
LONG,850,1670,6,8,-1908.0000,1336.0000,60,59,0.983333
LONG,850,1670,6,9,-1908.0000,1503.0000,60,59,0.983333
LONG,850,1670,7,0,-1741.0000,0.0000,60,58,0.966667
LONG,850,1670,7,1,-1741.0000,167.0000,60,58,0.966667
LONG,850,1670,7,2,-1741.0000,334.0000,60,56,0.933333
LONG,850,1670,7,3,-1741.0000,501.0000,60,56,0.933333
LONG,850,1670,7,4,-1741.0000,668.0000,60,58,0.966667
LONG,850,1670,7,5,-1741.0000,835.0000,60,55,0.916667
LONG,850,1670,7,6,-1741.0000,1002.0000,60,57,0.950000
LONG,850,1670,7,7,-1741.0000,1169.0000,60,55,0.916667
LONG,850,1670,7,8,-1741.0000,1336.0000,60,57,0.950000
LONG,850,1670,7,9,-1741.0000,1503.0000,60,57,0.950000
LONG,850,1670,8,0,-1574.0000,0.0000,60,60,1.000000
LONG,850,1670,8,1,-1574.0000,167.0000,60,60,1.000000
LONG,850,1670,8,2,-1574.0000,334.0000,60,58,0.966667
LONG,850,1670,8,3,-1574.0000,501.0000,60,58,0.966667
LONG,850,1670,8,4,-1574.0000,668.0000,60,60,1.000000
LONG,850,1670,8,5,-1574.0000,835.0000,60,57,0.950000
LONG,850,1670,8,6,-1574.0000,1002.0000,60,59,0.983333
LONG,850,1670,8,7,-1574.0000,1169.0000,60,57,0.950000
LONG,850,1670,8,8,-1574.0000,1336.0000,60,59,0.983333
LONG,850,1670,8,9,-1574.0000,1503.0000,60,59,0.983333
LONG,850,1670,9,0,-1407.0000,0.0000,60,59,0.983333
LONG,850,1670,9,1,-1407.0000,167.0000,60,59,0.983333
LONG,850,1670,9,2,-1407.0000,334.0000,60,57,0.950000
LONG,850,1670,9,3,-1407.0000,501.0000,60,57,0.950000
LONG,850,1670,9,4,-1407.0000,668.0000,60,59,0.983333
LONG,850,1670,9,5,-1407.0000,835.0000,60,56,0.933333
LONG,850,1670,9,6,-1407.0000,1002.0000,60,58,0.966667
LONG,850,1670,9,7,-1407.0000,1169.0000,60,56,0.933333
LONG,850,1670,9,8,-1407.0000,1336.0000,60,58,0.966667
LONG,850,1670,9,9,-1407.0000,1503.0000,60,58,0.966667
LONG,850,2500,0,0,-2910.0000,0.0000,60,60,1.000000
LONG,850,2500,0,1,-2910.0000,250.0000,60,59,0.983333
LONG,850,2500,0,2,-2910.0000,500.0000,60,59,0.983333
LONG,850,2500,0,3,-2910.0000,750.0000,60,59,0.983333
LONG,850,2500,0,4,-2910.0000,1000.0000,60,59,0.983333
LONG,850,2500,0,5,-2910.0000,1250.0000,60,57,0.950000
LONG,850,2500,0,6,-2910.0000,1500.0000,60,59,0.983333
LONG,850,2500,0,7,-2910.0000,1750.0000,60,57,0.950000
LONG,850,2500,0,8,-2910.0000,2000.0000,60,60,1.000000
LONG,850,2500,0,9,-2910.0000,2250.0000,60,59,0.983333
LONG,850,2500,1,0,-2660.0000,0.0000,60,59,0.983333
LONG,850,2500,1,1,-2660.0000,250.0000,60,58,0.966667
LONG,850,2500,1,2,-2660.0000,500.0000,60,58,0.966667
LONG,850,2500,1,3,-2660.0000,750.0000,60,58,0.966667
LONG,850,2500,1,4,-2660.0000,1000.0000,60,58,0.966667
LONG,850,2500,1,5,-2660.0000,1250.0000,60,56,0.933333
LONG,850,2500,1,6,-2660.0000,1500.0000,60,58,0.966667
LONG,850,2500,1,7,-2660.0000,1750.0000,60,56,0.933333
LONG,850,2500,1,8,-2660.0000,2000.0000,60,59,0.983333
LONG,850,2500,1,9,-2660.0000,2250.0000,60,58,0.966667
LONG,850,2500,2,0,-2410.0000,0.0000,60,60,1.000000
LONG,850,2500,2,1,-2410.0000,250.0000,60,59,0.983333
LONG,850,2500,2,2,-2410.0000,500.0000,60,59,0.983333
LONG,850,2500,2,3,-2410.0000,750.0000,60,59,0.983333
LONG,850,2500,2,4,-2410.0000,1000.0000,60,59,0.983333
LONG,850,2500,2,5,-2410.0000,1250.0000,60,57,0.950000
LONG,850,2500,2,6,-2410.0000,1500.0000,60,59,0.983333
LONG,850,2500,2,7,-2410.0000,1750.0000,60,57,0.950000
LONG,850,2500,2,8,-2410.0000,2000.0000,60,60,1.000000
LONG,850,2500,2,9,-2410.0000,2250.0000,60,59,0.983333
LONG,850,2500,3,0,-2160.0000,0.0000,60,60,1.000000
LONG,850,2500,3,1,-2160.0000,250.0000,60,59,0.983333
LONG,850,2500,3,2,-2160.0000,500.0000,60,59,0.983333
LONG,850,2500,3,3,-2160.0000,750.0000,60,59,0.983333
LONG,850,2500,3,4,-2160.0000,1000.0000,60,59,0.983333
LONG,850,2500,3,5,-2160.0000,1250.0000,60,57,0.950000
LONG,850,2500,3,6,-2160.0000,1500.0000,60,59,0.983333
LONG,850,2500,3,7,-2160.0000,1750.0000,60,57,0.950000
LONG,850,2500,3,8,-2160.0000,2000.0000,60,60,1.000000
LONG,850,2500,3,9,-2160.0000,2250.0000,60,59,0.983333
LONG,850,2500,4,0,-1910.0000,0.0000,60,59,0.983333
LONG,850,2500,4,1,-1910.0000,250.0000,60,58,0.966667
LONG,850,2500,4,2,-1910.0000,500.0000,60,58,0.966667
LONG,850,2500,4,3,-1910.0000,750.0000,60,58,0.966667
LONG,850,2500,4,4,-1910.0000,1000.0000,60,58,0.966667
LONG,850,2500,4,5,-1910.0000,1250.0000,60,56,0.933333
LONG,850,2500,4,6,-1910.0000,1500.0000,60,58,0.966667
LONG,850,2500,4,7,-1910.0000,1750.0000,60,56,0.933333
LONG,850,2500,4,8,-1910.0000,2000.0000,60,59,0.983333
LONG,850,2500,4,9,-1910.0000,2250.0000,60,58,0.966667
LONG,850,2500,5,0,-1660.0000,0.0000,60,56,0.933333
LONG,850,2500,5,1,-1660.0000,250.0000,60,55,0.916667
LONG,850,2500,5,2,-1660.0000,500.0000,60,55,0.916667
LONG,850,2500,5,3,-1660.0000,750.0000,60,55,0.916667
LONG,850,2500,5,4,-1660.0000,1000.0000,60,55,0.916667
LONG,850,2500,5,5,-1660.0000,1250.0000,60,53,0.883333
LONG,850,2500,5,6,-1660.0000,1500.0000,60,55,0.916667
LONG,850,2500,5,7,-1660.0000,1750.0000,60,54,0.900000
LONG,850,2500,5,8,-1660.0000,2000.0000,60,56,0.933333
LONG,850,2500,5,9,-1660.0000,2250.0000,60,55,0.916667
LONG,850,2500,6,0,-1410.0000,0.0000,60,59,0.983333
LONG,850,2500,6,1,-1410.0000,250.0000,60,58,0.966667
LONG,850,2500,6,2,-1410.0000,500.0000,60,58,0.966667
LONG,850,2500,6,3,-1410.0000,750.0000,60,58,0.966667
LONG,850,2500,6,4,-1410.0000,1000.0000,60,58,0.966667
LONG,850,2500,6,5,-1410.0000,1250.0000,60,56,0.933333
LONG,850,2500,6,6,-1410.0000,1500.0000,60,58,0.966667
LONG,850,2500,6,7,-1410.0000,1750.0000,60,56,0.933333
LONG,850,2500,6,8,-1410.0000,2000.0000,60,59,0.983333
LONG,850,2500,6,9,-1410.0000,2250.0000,60,58,0.966667
LONG,850,2500,7,0,-1160.0000,0.0000,60,59,0.983333
LONG,850,2500,7,1,-1160.0000,250.0000,60,58,0.966667
LONG,850,2500,7,2,-1160.0000,500.0000,60,58,0.966667
LONG,850,2500,7,3,-1160.0000,750.0000,60,59,0.983333
LONG,850,2500,7,4,-1160.0000,1000.0000,60,58,0.966667
LONG,850,2500,7,5,-1160.0000,1250.0000,60,56,0.933333
LONG,850,2500,7,6,-1160.0000,1500.0000,60,58,0.966667
LONG,850,2500,7,7,-1160.0000,1750.0000,60,56,0.933333
LONG,850,2500,7,8,-1160.0000,2000.0000,60,59,0.983333
LONG,850,2500,7,9,-1160.0000,2250.0000,60,58,0.966667
LONG,850,2500,8,0,-910.0000,0.0000,60,60,1.000000
LONG,850,2500,8,1,-910.0000,250.0000,60,59,0.983333
LONG,850,2500,8,2,-910.0000,500.0000,60,59,0.983333
LONG,850,2500,8,3,-910.0000,750.0000,60,59,0.983333
LONG,850,2500,8,4,-910.0000,1000.0000,60,59,0.983333
LONG,850,2500,8,5,-910.0000,1250.0000,60,57,0.950000
LONG,850,2500,8,6,-910.0000,1500.0000,60,59,0.983333
LONG,850,2500,8,7,-910.0000,1750.0000,60,57,0.950000
LONG,850,2500,8,8,-910.0000,2000.0000,60,60,1.000000
LONG,850,2500,8,9,-910.0000,2250.0000,60,59,0.983333
LONG,850,2500,9,0,-660.0000,0.0000,60,60,1.000000
LONG,850,2500,9,1,-660.0000,250.0000,60,59,0.983333
LONG,850,2500,9,2,-660.0000,500.0000,60,59,0.983333
LONG,850,2500,9,3,-660.0000,750.0000,60,59,0.983333
LONG,850,2500,9,4,-660.0000,1000.0000,60,59,0.983333
LONG,850,2500,9,5,-660.0000,1250.0000,60,57,0.950000
LONG,850,2500,9,6,-660.0000,1500.0000,60,59,0.983333
LONG,850,2500,9,7,-660.0000,1750.0000,60,57,0.950000
LONG,850,2500,9,8,-660.0000,2000.0000,60,60,1.000000
LONG,850,2500,9,9,-660.0000,2250.0000,60,59,0.983333
